NivelEsfuerzo,NivelReward,Condición,Decisión,PresionesHechas,ÉxitoTarea,CréditosGanados,TiempoReacciónDecisión,TiempoReacciónPrimerPresión,TiempoReacciónÚltimaPresión
50,2,Other,resting,0,True,1,2509,None,None
